hsa-miR-143-3p,IL13RA1
hsa-miR-342-3p,SREBF1
hsa-miR-342-3p,SREBF2
hsa-miR-185-5p,SREBF2
hsa-miR-125b-5p,MAN1B1
hsa-miR-105-5p,MYB
hsa-miR-542-3p,ANGPT2
hsa-miR-199a-5p,WNK1
hsa-miR-199a-5p,NFKB1
hsa-miR-888-5p,CDH1
hsa-miR-675-5p,CDC6
hsa-miR-675-3p,SMAD5
hsa-miR-675-3p,SMAD1
hsa-miR-383-5p,PPP1R10
hsa-miR-133b,CXCR4
hsa-miR-221-3p,MDM2
hsa-miR-26b-5p,NAMPT
hsa-miR-433-3p,TYMS
hsa-miR-494-3p,MCC
hsa-miR-320a,NFATC3
hsa-miR-320a,TRPC5
hsa-miR-491-5p,SMAD3
hsa-miR-127-3p,RGMA
hsa-miR-127-3p,ZWINT
hsa-miR-127-3p,SFRP1
hsa-miR-127-3p,SERPINB9
hsa-miR-184,EZR
hsa-miR-195-5p,INSR
hsa-miR-298,BAX
hsa-miR-23b-3p,ETS1
hsa-miR-23b-3p,NOTCH2
hsa-miR-25-3p,FBXW7
hsa-miR-506-3p,YAP1
hsa-miR-20a-5p,FBXO31
hsa-miR-181b-5p,SIX2
hsa-miR-125b-5p,SCNN1A
hsa-miR-10a-5p,PIK3CG
hsa-miR-639,FOXC1
hsa-miR-34c-5p,GALNT7
hsa-miR-34b-3p,GALNT7
hsa-miR-34a-5p,GALNT7
hsa-miR-7515,MET
hsa-miR-198,BIRC7
hsa-miR-153-3p,PTEN
hsa-miR-22-3p,NET1
hsa-miR-130b-3p,PPARGC1A
hsa-miR-126-3p,RHOU
hsa-miR-126-3p,LRP6
hsa-miR-30a-5p,CD99
hsa-let-7c-5p,PBX2
hsa-miR-1291,SLC2A1
hsa-miR-145-5p,SP7
hsa-miR-24-3p,NDST1
hsa-miR-487a-3p,ABCG2
hsa-miR-126-3p,SIRT1
hsa-miR-340-5p,ROCK1
hsa-miR-122-5p,NOD2
hsa-miR-26a-5p,PHB
hsa-miR-128-3p,EPHB2
hsa-miR-128-3p,EPHB1
hsa-miR-205-5p,KCNJ10
hsa-miR-200a-3p,CDK6
hsa-miR-106b-5p,MFN2
hsa-miR-29a-3p,IGF1
hsa-miR-223-3p,CAPRIN1
hsa-miR-663a,HRAS
hsa-miR-218-5p,SH3GL1
hsa-miR-30a-3p,MECP2
hsa-miR-16-5p,HDGF
hsa-miR-23a-3p,HMGB2
hsa-miR-486-5p,IGF1R
hsa-miR-708-5p,CNTFR
hsa-miR-101-3p,MITF
hsa-miR-145-5p,HDAC11
hsa-miR-133a-3p,PDLIM5
hsa-miR-30d-5p,KPNB1
hsa-miR-100-5p,RAP1B
hsa-miR-122-5p,FUT8
hsa-miR-214-3p,LZTS1
hsa-miR-9-5p,MTHFD1
hsa-miR-197-3p,MTHFD1
hsa-miR-138-5p,LCN2
hsa-miR-182-5p,ULBP2
hsa-miR-17-5p,TBC1D2
hsa-miR-449a,MAP2K1
hsa-miR-1-3p,FRS2
hsa-miR-1-3p,FZD7
hsa-miR-582-5p,RAB27A
hsa-miR-106b-5p,FAM129A
hsa-miR-361-5p,TWIST1
hsa-miR-497-5p,SSRP1
hsa-miR-19a-3p,RHOB
hsa-miR-542-3p,OTUB1
hsa-miR-630,MTDH
hsa-miR-124-3p,MTDH
hsa-miR-148b-3p,MAP3K9
hsa-miR-148a-3p,MAP3K9
hsa-miR-95-3p,CCND1
hsa-miR-15b-5p,AKT3
hsa-miR-873-5p,SRCIN1
hsa-let-7e-5p,ARID3A
hsa-miR-497-5p,SMAD7
hsa-miR-424-5p,SMAD7
hsa-miR-125b-5p,SEMA4C
hsa-miR-200b-3p,JUN
hsa-miR-10b-5p,HOXB3
hsa-miR-138-5p,FERMT2
hsa-miR-221-3p,STMN1
hsa-miR-300,BRD7
hsa-miR-3941,IGBP1
hsa-miR-34b-3p,IGBP1
hsa-miR-200b-3p,MAPK7
hsa-miR-494-3p,IGF1R
hsa-miR-148b-3p,HSP90AA1
hsa-miR-32-5p,AURKA
hsa-miR-340-5p,CCND2
hsa-miR-135a-3p,KIFC1
hsa-miR-103a-3p,GPRC5A
hsa-miR-377-3p,PTEN
hsa-miR-27b-3p,NR2F2
hsa-miR-27a-3p,SMAD4
hsa-miR-329-3p,BRD4
hsa-miR-488-3p,PAX6
hsa-miR-19a-3p,TP53INP1
hsa-miR-19b-3p,TNFAIP3
hsa-miR-19a-3p,TNFAIP3
hsa-miR-519d-3p,STAT3
hsa-miR-27a-3p,SMAD2
hsa-miR-181a-5p,RGS16
hsa-miR-92a-3p,RAD21
hsa-miR-19a-3p,FOXP1
hsa-miR-30c-5p,BECN1
hsa-miR-516a-3p,WNT5A
hsa-miR-146b-5p,IL6
hsa-miR-185-5p,SMAD7
hsa-miR-29a-3p,MUC1
hsa-miR-330-5p,MUC1
hsa-miR-506-3p,SPHK1
hsa-miR-891b,CBLB
hsa-miR-663b,IGF2
hsa-miR-125a-5p,GALNT14
hsa-miR-199a-5p,HK2
hsa-miR-15b-5p,INSR
hsa-miR-26a-5p,DUSP4
hsa-miR-34a-5p,GFRA3
hsa-miR-28-5p,IGF1
hsa-miR-660-5p,TFCP2
hsa-miR-130b-3p,DLL1
hsa-miR-32-5p,FBXW7
hsa-miR-520c-3p,STAT3
hsa-miR-638,DACT3
hsa-miR-140-5p,PIN1
hsa-miR-33a-5p,CPT1A
hsa-miR-338-3p,TAZ
hsa-miR-151a-3p,TWIST1
hsa-miR-139-5p,OIP5
hsa-miR-29a-3p,ITGB1
hsa-miR-27a-3p,DKK2
hsa-miR-24-3p,NCAN
hsa-miR-423-5p,FAM3A
hsa-miR-216a-5p,CBL
hsa-miR-214-3p,MEF2C
hsa-miR-144-3p,MAP3K8
hsa-miR-124-3p,CBL
hsa-miR-296-5p,S100B
hsa-miR-17-3p,ITGA5
hsa-miR-17-3p,ITGB3
hsa-miR-506-3p,ROCK1
hsa-miR-133a-5p,FSCN1
hsa-miR-377-3p,TP53
hsa-miR-377-3p,TIMP1
hsa-miR-603,IGF1
hsa-miR-197-3p,MAPK1
hsa-miR-1271-5p,FOXQ1
hsa-miR-185-5p,TRIM29
hsa-miR-27b-3p,NR5A2
hsa-miR-181a-5p,MEG3
hsa-miR-181b-5p,MEG3
hsa-miR-181d-5p,MEG3
hsa-miR-30a-5p,NCAM1
hsa-miR-202-3p,PDCD4
hsa-miR-218-5p,SMO
hsa-miR-526b-3p,MMP1
hsa-miR-219a-5p,SALL4
hsa-miR-125a-5p,MCL1
hsa-miR-23a-3p,LRP5
hsa-miR-200a-3p,SPAG9
hsa-miR-145-5p,NAIP
hsa-miR-1-3p,NAIP
hsa-miR-144-3p,ZEB1
hsa-miR-144-3p,ZEB2
hsa-miR-495-3p,AKT1
hsa-miR-146a-5p,CASP7
hsa-miR-146a-5p,BCLAF1
hsa-miR-9-5p,NRP1
hsa-miR-146a-3p,PTTG1
hsa-miR-143-3p,NFATC1
hsa-miR-125a-5p,NAIF1
hsa-miR-30b-5p,EIF5A2
hsa-miR-138-5p,FOXC1
hsa-miR-433-3p,HIF1A
hsa-miR-339-5p,NOVA1
hsa-miR-574-3p,SMAD4
hsa-miR-181a-5p,GPD1L
hsa-miR-21-5p,DNM1L
hsa-miR-422a,TGFB1
hsa-miR-139-5p,TPD52
hsa-miR-21-3p,STAT3
hsa-miR-320a,KITLG
hsa-miR-320a,RUNX2
hsa-miR-376a-3p,KLF15
hsa-miR-376a-3p,CASP8
hsa-miR-26b-5p,COL1A2
hsa-miR-26b-5p,CTGF
hsa-miR-485-5p,FZD7
hsa-miR-141-3p,KLF12
hsa-miR-497-5p,KCNN4
hsa-miR-98-5p,SNX6
hsa-miR-20a-3p,SMO
hsa-miR-659-3p,SPHK1
hsa-miR-221-3p,CXCL12
hsa-miR-216b-5p,PARP1
hsa-miR-548p,LAMTOR5
hsa-miR-381-3p,P2RX5
hsa-miR-221-3p,ADAMTS6
hsa-miR-135a-5p,KLF8
hsa-miR-146a-5p,SOX2
hsa-miR-34a-3p,LDHA
hsa-miR-34c-3p,EIF4E
hsa-miR-26a-5p,NRAS
hsa-miR-26a-5p,E2F2
hsa-miR-126-3p,CADM1
hsa-miR-224-5p,CASP7
hsa-miR-449a,FLOT2
hsa-miR-181a-5p,PTEN
hsa-miR-338-3p,ADAM17
hsa-miR-98-5p,PBX3
hsa-miR-539-5p,CDK4
hsa-miR-125a-3p,GIT1
hsa-miR-212-3p,PXN
hsa-miR-363-3p,NOTCH1
hsa-miR-130b-3p,CYLD
hsa-miR-539-5p,CARD11
hsa-miR-27b-3p,FZD7
hsa-miR-192-5p,SCN5A
hsa-miR-512-5p,CDKN1A
hsa-miR-16-5p,OPRM1
hsa-miR-542-3p,CTTN
hsa-miR-3162-3p,CTNNB1
hsa-miR-26a-5p,PTGS2
hsa-miR-144-3p,PTGS2
hsa-miR-30e-5p,P4HA1
hsa-miR-519a-3p,STAT3
hsa-miR-221-5p,IL6R
hsa-miR-342-5p,NAA10
hsa-miR-608,NAA10
hsa-miR-425-5p,SMAD2
hsa-miR-98-5p,IGF1
hsa-miR-7-5p,REL
hsa-miR-455-5p,UBA7
hsa-miR-139-5p,BCL2
hsa-miR-200a-3p,TGFB2
hsa-miR-150-5p,CREB1
hsa-miR-367-3p,KLF4
hsa-miR-2355-3p,ATG12
hsa-miR-195-5p,NKD1
hsa-miR-26a-5p,JAG1
hsa-miR-1-5p,BDNF
hsa-miR-27a-3p,YAP1
hsa-miR-5582-5p,A1BG
hsa-miR-5582-5p,SHC1
hsa-miR-5582-5p,CDK2
hsa-miR-27b-3p,CDH11
hsa-miR-625-3p,MAP2K6
hsa-miR-181b-5p,SPP1
hsa-miR-27a-3p,FSTL1
hsa-miR-297,GPC5
hsa-miR-33a-3p,METTL3
hsa-miR-631,ZAP70
hsa-miR-590-3p,ZEB1
hsa-miR-29a-3p,CACNA1C
hsa-miR-24-3p,PRKCH
hsa-miR-411-5p,GRB2
hsa-miR-203a-3p,LIN28B
hsa-miR-150-5p,STAT5B
hsa-miR-9-5p,SOX7
hsa-miR-148a-3p,STAT3
hsa-miR-30a-5p,ATF1
hsa-miR-520e,ZBTB7A
hsa-miR-338-3p,IRS2
hsa-miR-335-5p,PARP1
hsa-miR-135a-5p,ESRRA
hsa-miR-544a,BCL6
hsa-miR-7-5p,GDF5
hsa-miR-142-5p,PTEN
hsa-miR-103a-3p,MEF2D
hsa-miR-448,MPPED2
hsa-miR-130b-3p,CYP2C9
hsa-miR-26a-1-3p,ACSL3
hsa-miR-384,KRAS
hsa-miR-384,FBXW7
hsa-miR-340-5p,CDK6
hsa-miR-144-3p,Adamts1
hsa-miR-451a,ADAM10
hsa-miR-135a-5p,RUNX2
hsa-miR-34a-5p,PPARA
hsa-miR-1-3p,RARB
hsa-miR-511-5p,SLCO1B1
hsa-miR-212-3p,RFXAP
hsa-miR-490-3p,HMGA2
hsa-miR-125b-5p,GAB2
hsa-miR-29b-3p,KIF1B
hsa-miR-486-5p,SMAD2
hsa-miR-449a,CAPN6
hsa-miR-98-5p,IL10
hsa-miR-103a-3p,SFRP4
hsa-miR-218-5p,E2F2
hsa-miR-122-5p,CTDNEP1
hsa-miR-122-5p,LPIN1
hsa-miR-26a-5p,DUSP5
hsa-miR-103a-3p,OLFM4
hsa-let-7a-5p,PARP1
hsa-miR-520a-3p,CD44
hsa-miR-148a-3p,ALCAM
hsa-miR-152-3p,ALCAM
hsa-miR-21-5p,LRP6
hsa-miR-29a-3p,KEAP1
hsa-miR-567,KPNA4
hsa-miR-33a-5p,PRKAA1
hsa-miR-34a-5p,ATP5S
hsa-miR-221-3p,BECN1
hsa-miR-346,SRCIN1
hsa-miR-125a-5p,ABL2
hsa-miR-182-5p,PDK4
hsa-miR-31-5p,C1QTNF9
hsa-miR-422a,PIK3CA
hsa-miR-670-5p,PROX1
hsa-miR-103a-2-5p,PDCD10
hsa-miR-146b-5p,PAX8
hsa-miR-99b-3p,GSK3B
hsa-miR-338-3p,PKM
hsa-miR-103a-3p,PIEZO1
hsa-miR-196a-5p,SSSCA1
hsa-miR-30c-2-3p,SNAI1
hsa-miR-26b-3p,COX2
hsa-miR-29c-3p,SP1
hsa-miR-125a-3p,BRCA1
hsa-miR-128-3p,PFKL
hsa-miR-26b-5p,PDE4A
hsa-miR-449a,CRIP2
hsa-miR-200c-3p,NOS3
hsa-miR-200c-3p,SIRT1
hsa-miR-200c-3p,FOXO1
hsa-miR-23c,MALAT1
hsa-miR-23c,ELAVL1
hsa-miR-644a,CTBP1
hsa-miR-31-5p,DOCK1
hsa-miR-99a-5p,NOX4
hsa-miR-24-3p,SLC6A4
hsa-miR-548c-3p,ITGAV
hsa-miR-146a-5p,LFNG
hsa-miR-195-5p,CDK8
hsa-miR-139-3p,NOB1
hsa-miR-181b-2-3p,TLR4
hsa-miR-101-3p,NOTCH1
hsa-miR-493-5p,FUT4
hsa-miR-486-3p,MAF
hsa-miR-526b-3p,SETD2
hsa-miR-204-5p,CXCR4
hsa-miR-16-5p,ADORA2A
hsa-miR-34a-3p,ATP5S
hsa-miR-181b-5p,PDCD4
hsa-miR-491-3p,ABCB1
hsa-miR-9-3p,PPARA
hsa-miR-1207-3p,FNDC1
hsa-miR-29a-3p,ADAM12
hsa-miR-29c-3p,ADAM12
hsa-miR-30b-3p,ADAM12
hsa-miR-30d-3p,ADAM12
hsa-miR-200b-3p,ADAM12
hsa-miR-200c-3p,ADAM12
hsa-miR-26a-1-3p,ACSL4
hsa-miR-26a-1-3p,GSK3B
hsa-miR-26a-1-3p,PRKCD
hsa-miR-26a-1-3p,PCK1
hsa-miR-26a-1-3p,TCF7L2
hsa-miR-125a-5p,HAX1
hsa-miR-342-3p,CTBP2
hsa-miR-130a-3p,MAP3K12
hsa-miR-103a-3p,ADAM10
hsa-miR-140-5p,HMGN5
hsa-miR-367-3p,RAB23
hsa-miR-30a-5p,HNF4G
hsa-miR-194-5p,HNF4G
hsa-miR-326,FSCN1
hsa-miR-31-5p,SMAD4
hsa-miR-31-5p,SGPP2
hsa-miR-193a-3p,PTEN
hsa-miR-448,ADAM10
hsa-miR-340-3p,EZH2
hsa-miR-223-5p,RAB12
hsa-miR-93-5p,PDCD4
hsa-miR-124-3p,SMOX
hsa-miR-935,SOX7
hsa-miR-363-3p,FBXW7
hsa-miR-129-5p,IGF2BP3
hsa-miR-129-5p,MAPK1
hsa-miR-129-5p,IGF1
hsa-miR-21-5p,FZD6
hsa-miR-140-5p,SOX4
hsa-miR-30e-5p,ATG5
hsa-miR-374a-5p,LDHA
hsa-miR-34a-5p,KCNH2
hsa-miR-19a-3p,ALOX5
hsa-miR-125b-5p,ALOX5
hsa-miR-1207-5p,STOML2
hsa-miR-661,CYC1
hsa-miR-150-5p,STAT1
hsa-miR-223-3p,STAT1
hsa-miR-199a-5p,LDLR
hsa-miR-199a-5p,CLTC
hsa-miR-199a-5p,RAB21
hsa-miR-145-5p,MYOCD
hsa-miR-145-3p,MTDH
hsa-miR-190b,PTEN
hsa-miR-138-1-3p,PDK1
hsa-miR-340-5p,CCNG2
hsa-miR-190a-5p,FOXP2
hsa-miR-455-5p,RAB18
hsa-miR-137,KLF12
hsa-miR-137,MYO1C
hsa-miR-128-3p,SPTAN1
hsa-miR-504-3p,NRF1
hsa-miR-375,DEPTOR
hsa-miR-126-3p,EZH2
hsa-miR-203a-3p,BANF1
hsa-miR-34a-5p,FLOT2
hsa-miR-96-5p,TP53INP1
hsa-miR-133a-3p,AFTPH
hsa-miR-135a-5p,ROCK2
hsa-miR-208a-3p,PDCD4
hsa-miR-218-5p,WASF3
hsa-miR-508-3p,PIKFYVE
hsa-miR-29a-3p,HMGCR
hsa-miR-29a-3p,AHR
hsa-miR-210-3p,ATG7
hsa-miR-135a-5p,PHLPP2
hsa-miR-449a,XIST
hsa-miR-192-5p,NID1
hsa-miR-215-5p,NID1
hsa-miR-125a-3p,IL6
hsa-miR-130b-3p,SNAI3
hsa-miR-23b-3p,G3BP2
hsa-miR-182-3p,NOX4
hsa-miR-3940-5p,USP28
hsa-miR-181b-5p,RASSF1
hsa-miR-146a-5p,MIF
hsa-miR-23a-5p,APAF1
hsa-miR-485-5p,STC2
hsa-miR-34c-3p,MARCKS
hsa-miR-29a-3p,MYC
hsa-miR-654-5p,EPSTI1
hsa-miR-223-3p,NLRP3
hsa-miR-320b,DLX5
hsa-miR-21-3p,HPGD
hsa-miR-216b-5p,UGT2B7
hsa-miR-155-5p,SOCS6
hsa-miR-23a-5p,LAMP1
hsa-miR-133b,PTBP1
hsa-miR-21-5p,SOCS6
hsa-miR-105-5p,SOX9
hsa-miR-301a-3p,MAP3K5
hsa-miR-144-3p,XIST
hsa-miR-30b-5p,HOXA1
hsa-miR-203a-3p,TBK1
hsa-miR-548d-3p,TP53BP2
hsa-miR-409-3p,AKT1
hsa-miR-22-3p,NTRK2
hsa-miR-16-5p,HGF
hsa-miR-375,MST1R
hsa-miR-17-5p,EGR2
hsa-miR-590-3p,FOSL2
hsa-miR-129-2-3p,BCL2L2
hsa-miR-590-5p,RECK
hsa-miR-1254,CCAR1
hsa-miR-155-3p,ERBB2
hsa-miR-409-3p,ZEB1
hsa-miR-410-3p,SNAI1
hsa-miR-107,NF1
hsa-miR-186-5p,TWIST1
hsa-miR-501-5p,DKK1
hsa-miR-501-5p,NKD1
hsa-miR-501-5p,GSK3B
hsa-miR-187-3p,CRMP1
hsa-miR-30c-5p,CAMK2D
hsa-miR-192-5p,ESR1
hsa-miR-128-1-5p,SNAI1
hsa-miR-128-1-5p,WNT3A
hsa-miR-187-5p,CYP1B1
hsa-miR-24-3p,TRIM11
hsa-miR-509-5p,YWHAG
hsa-miR-181b-5p,HMGB1
hsa-miR-19a-3p,MTUS1
hsa-miR-19b-3p,MTUS1
hsa-miR-490-3p,TNKS2
hsa-miR-153-3p,HECTD3
hsa-miR-223-3p,HAX1
hsa-miR-182-3p,FBXW7
hsa-miR-216b-3p,SDCBP
hsa-miR-194-5p,KDM5B
hsa-miR-524-5p,SOX9
hsa-miR-202-3p,MALAT1
hsa-miR-17-3p,NCOA3
hsa-miR-20b-3p,NCOA3
hsa-miR-24-3p,ABCB9
hsa-miR-506-3p,WNK1
hsa-miR-24-3p,ATG4A
hsa-miR-526b-5p,XRCC5
hsa-miR-296-3p,CX3CR1
hsa-miR-31-5p,BAP1
hsa-miR-302b-3p,E2F1
hsa-miR-762,IRF7
hsa-miR-181b-5p,BCL2L11
hsa-miR-125b-5p,KLC2
hsa-miR-330-3p,MSI1
hsa-miR-328-5p,CD44
hsa-miR-219a-5p,P2RX5
hsa-miR-520a-3p,MAP3K2
hsa-miR-633,HMGA2
hsa-miR-33a-3p,PBX3
hsa-miR-135a-5p,KLF4
hsa-miR-25-3p,RGS3
hsa-miR-203a-3p,NR2C2
hsa-miR-301a-5p,PTEN
hsa-miR-218-5p,KIT
hsa-miR-129-5p,TWIST1
hsa-miR-148a-5p,AKT2
hsa-miR-29b-1-5p,TAM
hsa-miR-491-5p,CAPNS1
hsa-miR-9-3p,TUG1
hsa-miR-24-1-5p,HIF1AN
hsa-miR-574-3p,TGFB1
hsa-miR-1207-5p,STAT6
hsa-miR-187-3p,FOXA2
hsa-miR-143-3p,DTNB
hsa-miR-1296-5p,ERBB2
hsa-miR-181b-3p,NFASC
hsa-miR-133a-3p,ERBB2
hsa-miR-101-3p,RHOA
hsa-miR-1250-3p,NOD1
hsa-miR-200b-3p,IKBKB
hsa-miR-181a-5p,INPP4B
hsa-miR-503-3p,SMAD2
hsa-miR-1246,PRKAR1A
hsa-miR-186-5p,PVT1
hsa-miR-15a-3p,TWIST1
hsa-miR-16-1-3p,TWIST1
hsa-miR-9-5p,TNFAIP8
hsa-miR-483-3p,DLC1
hsa-miR-101-5p,ACKR3
hsa-miR-193b-5p,STMN1
hsa-miR-335-5p,TUG1
hsa-miR-199a-3p,PAK4
hsa-miR-199b-3p,PAK4
hsa-miR-506-3p,IQGAP1
hsa-miR-34a-5p,NLRC5
hsa-miR-129-5p,BECN1
hsa-miR-4775,SMAD7
hsa-miR-34a-3p,TGIF2
hsa-miR-20a-3p,BID
hsa-miR-149-5p,FASLG
hsa-miR-548a-3p,ECHS1
hsa-miR-199a-5p,PIAS3
hsa-miR-199a-5p,PSMD9
hsa-miR-31-3p,SDHA
hsa-miR-106a-5p,ATG7
hsa-miR-19a-5p,TNFAIP3
hsa-miR-23a-3p,FOXA1
hsa-miR-215-5p,SIGLEC8
hsa-miR-497-5p,PBX3
hsa-miR-548a-5p,IFT88
hsa-miR-599,MYC
hsa-miR-612,SP1
hsa-miR-15b-5p,RAB1A
hsa-miR-16-5p,METTL13
hsa-miR-26b-5p,FH
hsa-miR-132-3p,YY1AP1
hsa-miR-30c-5p,IER2
hsa-miR-9-3p,TAZ
hsa-miR-29b-3p,HMGCR
hsa-miR-320a,CTNNB1
hsa-miR-148a-5p,GAS1
hsa-miR-34a-5p,RAD51
hsa-miR-101-5p,VEGFA
hsa-miR-490-5p,HNRNPA1
hsa-miR-141-5p,SPAG9
hsa-miR-574-3p,CLTC
hsa-miR-9-5p,GALNT4
hsa-miR-22-5p,YWHAZ
hsa-miR-101-5p,CCDC88A
hsa-miR-142-3p,THBS4
hsa-miR-193a-5p,PIK3R3
hsa-miR-193a-5p,MTOR
hsa-miR-193a-3p,ERBB4
hsa-miR-193a-3p,RPS6KB2
hsa-miR-29c-3p,KLF4
hsa-miR-9-5p,NOX4
hsa-miR-495-3p,HMGA2
hsa-miR-221-5p,RUNX2
hsa-miR-3622b-5p,ERBB2
hsa-miR-217,YWHAG
hsa-miR-147a,HIF3A
hsa-miR-128-3p,LGALS3
hsa-miR-335-5p,CRKL
hsa-miR-125b-5p,APC
hsa-miR-101-3p,SRF
hsa-miR-182-5p,TRIM8
hsa-miR-214-5p,RASSF5
hsa-miR-491-5p,KDM4B
hsa-miR-30c-2-3p,TRADD
hsa-miR-30c-2-3p,CCNE1
hsa-miR-101-3p,RUNX1
hsa-miR-330-5p,ITGA5
hsa-miR-320a,CRKL
hsa-miR-152-5p,CD151
hsa-miR-152-5p,FGF2
hsa-miR-134-5p,GOLPH3
hsa-miR-532-5p,NKD1
hsa-miR-1297,MALAT1
hsa-miR-744-5p,ARHGAP5
hsa-miR-25-3p,DHFR
hsa-miR-200b-5p,ATG12
hsa-miR-1-5p,LASP1
hsa-miR-1-5p,TAGLN2
hsa-miR-590-3p,MACC1
hsa-miR-31-5p,SPRED1
hsa-miR-31-5p,SPRED2
hsa-miR-31-5p,SPRY1
hsa-miR-31-5p,SPRY3
hsa-miR-31-5p,SPRY4
hsa-miR-495-3p,ABCB1
hsa-miR-122-5p,IL1A
hsa-miR-152-3p,CD274
hsa-miR-200b-3p,LDHA
hsa-miR-15b-5p,MTSS1
hsa-miR-146a-5p,NOTCH1
hsa-miR-107,CDC42
hsa-miR-200c-5p,BMI1
hsa-miR-200c-5p,E2F3
hsa-miR-518c-3p,PTEN
hsa-miR-638,PTEN
hsa-miR-518c-3p,TP53
hsa-miR-638,TP53
hsa-miR-31-5p,GNA13
hsa-miR-205-5p,SMAD2
hsa-miR-29c-3p,CNOT6
hsa-miR-101-5p,RAC1
hsa-miR-214-5p,E2F2
hsa-miR-214-5p,CDK3
hsa-miR-214-5p,CDK6
hsa-miR-129-5p,COL1A1
hsa-miR-215-3p,FOXO1
hsa-miR-217,PTPN14
hsa-miR-145-5p,CRNDE
hsa-miR-195-5p,YAP1
hsa-miR-101-5p,SOX9
hsa-miR-506-5p,IQGAP1
hsa-miR-124-5p,STAT3
hsa-miR-449a,ADAM10
hsa-miR-146a-5p,LRP2
hsa-miR-1908-5p,SKI
hsa-miR-148a-3p,BAX
hsa-miR-181a-5p,PRKN
hsa-miR-506-3p,COTL1
hsa-miR-212-3p,SGK3
hsa-miR-205-5p,UVRAG
hsa-miR-590-3p,APC
hsa-miR-570-5p,KLF9
hsa-miR-494-5p,PTEN
hsa-miR-144-5p,RUNX1
hsa-miR-1298-5p,GJA1
hsa-miR-103a-3p,BNIP3
hsa-let-7i-5p,AURKB
hsa-miR-200a-3p,GJA1
hsa-miR-424-3p,YAP1
hsa-miR-106a-5p,RARB
hsa-miR-146a-5p,CCND2
hsa-miR-146a-5p,CCND1
hsa-miR-335-5p,TCEAL9
hsa-miR-193a-5p,ING5
hsa-miR-197-5p,IGFBP5
hsa-miR-520h,DAPK2
hsa-miR-514a-5p,NF1
hsa-miR-182-5p,TIAM1
hsa-miR-145-5p,PXN
hsa-let-7g-5p,DDR1
hsa-miR-181a-5p,EGR1
hsa-miR-186-5p,XIAP
hsa-miR-186-5p,PAK5
hsa-miR-150-5p,PRKCA
hsa-miR-127-3p,XRCC3
hsa-miR-519d-3p,SMAD7
hsa-miR-136-5p,RASAL2
hsa-miR-126-3p,ROCK1
hsa-miR-199a-5p,ITGA3
hsa-miR-199b-5p,ITGA3
hsa-miR-199a-3p,ITGA3
hsa-miR-199b-3p,ITGA3
hsa-miR-486-3p,PRKCD
hsa-miR-93-3p,NEDD4L
hsa-miR-155-3p,SIRT1
hsa-miR-15a-5p,BDNF
hsa-miR-128-1-5p,BMI1
hsa-miR-128-1-5p,E2F3
hsa-miR-22-3p,MTDH
hsa-miR-300,ROS1
hsa-miR-628-5p,ABRA
hsa-miR-539-3p,USP13
hsa-miR-483-5p,NOTCH3
hsa-miR-144-3p,IRS1
hsa-miR-146a-5p,RARB
hsa-miR-146b-5p,RARB
hsa-miR-26a-5p,IGF1
hsa-miR-100-5p,ACKR3
hsa-miR-133b,SGK1
hsa-miR-124-5p,NR4A1
hsa-miR-101-3p,VHL
hsa-miR-761,MFN2
hsa-miR-450b-5p,SOX2
hsa-miR-137,CXCL12
hsa-miR-873-5p,ABCB1
hsa-miR-145-5p,MSH3
hsa-miR-181a-5p,NRAS
hsa-miR-497-5p,MTOR
hsa-miR-429,DLC1
hsa-miR-320a,RAB11A
hsa-miR-137,KDM5B
hsa-miR-138-5p,KDM5C
hsa-miR-27a-5p,SFRP1
hsa-miR-185-5p,PLAC8
hsa-miR-24-3p,MT1M
hsa-miR-98-5p,SALL4
hsa-miR-124-5p,FOXQ1
hsa-miR-27a-5p,PEBP1
hsa-miR-29a-3p,NMI
hsa-miR-337-5p,HOXB7
hsa-miR-338-5p,NRP1
hsa-miR-143-5p,ERBB3
hsa-miR-433-5p,SPARC
hsa-miR-433-5p,GCLC
hsa-miR-433-5p,GCLM
hsa-miR-133a-5p,RHOA
hsa-miR-150-5p,MMP14
hsa-miR-22-3p,ACLY
hsa-miR-4638-5p,KIDINS220
hsa-miR-652-3p,ZEB1
hsa-miR-155-5p,NR1H3
hsa-miR-107,HMGA2
hsa-miR-20a-3p,NR4A3
hsa-miR-770-5p,FBXW7
hsa-miR-34a-5p,PRKD1
hsa-miR-214-3p,SEMA4D
hsa-miR-542-3p,FZD7
hsa-miR-199a-3p,YAP1
hsa-miR-186-5p,PPM1B
hsa-miR-892a,CD226
hsa-miR-506-3p,PIM3
hsa-miR-125a-5p,RAF1
hsa-miR-138-5p,YAP1
hsa-miR-342-3p,E2F1
hsa-miR-485-5p,HMGA2
hsa-miR-17-5p,RAD21
hsa-miR-466,PROX1
hsa-miR-133a-5p,MMP9
hsa-miR-203a-5p,RAP1A
hsa-miR-486-5p,CLDN10
hsa-miR-9-5p,KPNB1
hsa-miR-9-5p,DYRK1B
hsa-miR-15b-5p,PEBP4
hsa-miR-663b,EEF1A2
hsa-miR-134-5p,PAK2
hsa-miR-30c-5p,CDC42
hsa-miR-30c-5p,PAK1
hsa-miR-134-5p,VIM
hsa-miR-340-5p,MDM2
hsa-miR-34b-3p,SNCA
hsa-miR-34c-5p,SNCA
hsa-miR-19a-3p,TUSC2
